技能名称,相似技能1,相似度1,相似技能2,相似度2,相似技能3,相似度3,相似技能4,相似度4,相似技能5,相似度5,相似技能6,相似度6,相似技能7,相似度7,相似技能8,相似度8,相似技能9,相似度9,相似技能10,相似度10
实验动物,职业道德,0.95,药物分析,0.95,转换医学,0.95,溶出仪,0.95,蛋白功能性验证,0.95,药物代谢,0.95,结晶工艺优化,0.95,实验技能,0.95,分子生物学技能,0.8,,
revit,系统设计,0.85,设计规范,0.85,参数计算,0.85,创新意识,0.85,文字撰写功底,0.85,requirejs,0.85,常规办公软件,0.8,axcure,0.8,建筑设计,0.8,部分建筑性能模拟,0.76
算法知识,数据结构,0.8,搭班子,0.8,四级水平,0.76,电力电子知识,0.76,v思路,0.7200000000000001,linux操作命令4,0.7200000000000001,网络设备原理,0.7,数字电,0.7,集成电路设计流,0.7,常用网络协议,0.68
硬件设计语言,芯片制造流程,0.8,处理器,0.76,数字设计流程,0.75,以太网控制器,0.75,perl一种,0.75,spi,0.75,vcs,0.7200000000000001,职位方向专业技能,0.68,逻辑设计,0.6400000000000001,,
可自行搭建,挑战精神,0.8,机构设计,0.76,性格开朗,0.75,形位公差绘图,0.75,联合单片机的电路,0.75,混合式步进,0.75,课程学习成绩,0.7200000000000001,积极向上,0.68,执行力,0.6400000000000001,,
模块运放,验证功底,0.95,pspice,0.95,模拟版图设计,0.95,模拟电路理论,0.95,晶体振荡器,0.95,前后端分析,0.95,模拟集成电,0.95,设计仿真工具,0.95,模拟电路设计经验,0.8,,
产品标准,手绘板绘制,1.0,四性分析软件,1.0,素描手绘美术基础,1.0,审美力,1.0,blander,1.0,设计理论知识和对流行趋势敏锐的洞察力,1.0,电机设计,1.0,设计理念,1.0,illustrator,1.0,,
计算机图形学,目标检测算法,0.8,数据结构,0.8,数据结构的设计,0.8,lua,0.8,脚本语言,0.8,python程序,0.8,逻辑思考力,0.8,图像分类,0.76,基本算法,0.76,caffe,0.7200000000000001
电子电路,书写英文技术文献,0.8,设备性能,0.76,perl一种,0.7200000000000001,python程序,0.68,驱动开发,0.6400000000000001,英文技术文档阅读,0.6000000000000001,结构公差分析,0.5599999999999999,数电模电,0.52,半导体／光电子,0.48,,
活性染料,电路分析,0.9,蛋白纯化,0.9,检验师资格证,0.9,偶尔接受夜班,0.9,实验室管理,0.9,物分析,0.9,高通量测序,0.9,仪器分析,0.8,光伏组件测试标准,0.76,,
公司会计核算,财务软件,0.95,职业道德,0.95,处理流程性事务,0.95,金蝶财务软件,0.95,国家财税法规,0.95,财务会计知识,0.95,风险防范意识,0.95,各项会计政策,0.95,财务管理工作,0.8,,
人际沟通协调,主流材料分析方法,0.8,热分析,0.76,积极主动,0.75,自我驱动的意识,0.75,高度额责任心,0.75,执行力,0.75,半导体封装开发经验,0.7200000000000001,结构公差分析,0.68,踏实诚信,0.6400000000000001,,
交互理论,android,0.9,figma,0.9,热衷于产品设计,0.9,用户体验地图方法,0.9,重视细节,0.9,移动端用户体验,0.9,设计软件,0.9,用户体验原则,0.8,交互设计方法,0.76,,
标准工时,react技术栈,0.95,人员优化,0.95,前端项目开发经验,0.95,算法基础,0.95,计算机软件,0.95,工程分析,0.95,进取心,0.95,前端开发框架,0.95,html5css,0.8,,
意志力坚,效沟通技巧,0.8,人际交往技巧,0.76,形象好,0.75,销售管理系统维护,0.75,普通话标准,0.75,课程学习成绩,0.75,用户服务意识,0.7200000000000001,化办公软件,0.68,销售管理系统维护跟踪客户,0.6400000000000001,,
计算机专业知识,网络通讯协议的原理,0.8,使用方式,0.76,数据结构,0.7200000000000001,go语言,0.68,golang语言,0.6400000000000001,java语言,0.6000000000000001,erlang,0.5599999999999999,redis,0.52,维护工作,0.48,,
中型建筑项目的设计管理,型建筑设计,1.0,开拓精神,1.0,高层住宅,1.0,驾乘痛点,1.0,岩土工程专业知识,1.0,宏观思维,1.0,英语四级通,1.0,诚信纪录,1.0,场景分析,1.0,,
镜头运动,视频生产流程,0.8,文功底,0.76,镜头感觉,0.7200000000000001,常规剪辑软件,0.68,视频类软件,0.65,审美力,0.65,拍摄器材,0.6400000000000001,premiere,0.6000000000000001,剪辑思路,0.5599999999999999,,
美术风格,底层细节,0.95,功能模块,0.95,常用特效制作插件,0.95,研究精神,0.95,审美力,0.95,动画编辑器,0.95,数据结构,0.95,lua,0.95,脚本开发,0.8,,
视觉创意,各类新媒体工具,1.0,敏捷的洞察,1.0,观察力,1.0,视觉设计,1.0,营销策划,1.0,用户观念,1.0,1年以上广告公关,1.0,设计类软件,1.0,市场趋势,1.0,,
统计建模,数据挖掘,0.8,spark,0.8,底层算法,0.8,统计概率,0.8,sas,0.8,因果分析,0.8,机器学习建模,0.76,python程序,0.7200000000000001,统计基础,0.68,,
设计分析,竞品调研,0.85,脑洞大开,0.85,人机交互设计,0.85,设计相关软件,0.85,创新意识,0.85,视觉表达,0.85,概念的表达,0.8,平面软件,0.76,敢于打破常规,0.7200000000000001,,
中英文沟通,python程序,0.9,业务敏感度,0.9,数据变化敏感度,0.9,复杂的技术概念,0.9,逻辑思考力,0.9,投资经验,0.9,从用户逻辑,0.9,产品项目流程,0.8,正形象气质,0.8,区块链行业,0.8
说服技巧,正形象气质,1.56,亲和؜力,1.32,中英文沟通,0.8,人际交往,0.8,ppt操作,0.8,国家相关法规,0.8,爱岗敬业,0.8,文字功底,0.76,招聘流程,0.7200000000000001,word文档,0.7200000000000001
数据统筹,项目管理知识,0.8,文档规范,0.8,软件工程,0.8,业务思维逻辑,0.8,沟通表达理,0.8,软件工程方法,0.8,分析任务,0.76,需求分析方法,0.7200000000000001,分析方法,0.68,,
专题策划,敏感的网感,0.8,各类新媒体,0.76,表述逻辑,0.75,思想成熟,0.75,宏观思维,0.75,代表性作,0.75,网络社会化媒体传播形式,0.7200000000000001,专题报道,0.68,公众号运营,0.6400000000000001,,
乳饮料,常规仪器,0.8,调味料食品原料行业1年,0.76,沟通组织力,0.7200000000000001,采访经验,0.68,产品研发有热忱,0.65,影响力,0.65,植物蛋白,0.6400000000000001,研究课题,0.6000000000000001,食品基础研发,0.5599999999999999,,
英语6级,英语四级通,1.83,技术理解力,0.8,外语书面表达娴熟,0.8,贸易操作流程,0.8,西山居游戏,0.8,英语四级证书,0.76,国外客户,0.76,热爱查阅文献,0.76,基本电脑,0.76,沟通协作,0.75
空间几何,windows,0.9,shell命令,0.9,嵌入式处理,0.9,visio\axure,0.9,数学方程,0.9,linux操作系统,0.9,服务器操作系统,0.9,python程序,0.8,基金托管外包业务,0.76,,
新能源整车热管理系统控制策略,汽车热系统理论基础,0.95,热管理,0.95,软件算法,0.95,各种材料的应用,0.95,结构设计的工具,0.95,基础理论知识,0.95,冷媒回路系统结构,0.95,热管理原理,0.95,材料特性分析,0.8,,
漏洞的内在原理,国家政策,0.8,常见攻击,0.76,利用方式,0.7200000000000001,linux操作命令4,0.7,攻防技术,0.7,python程序,0.7,工程安全生产的法律法规,0.68,安全漏洞,0.6400000000000001,安全生产管理技术,0.6000000000000001,,
blender,美术基础,1.12,互联网公司数据分析统计,0.8,美术功底,0.8,基础动画运动规律2,0.76,造型功底,0.76,游戏阅历,0.7200000000000001,审美力,0.7200000000000001,基础设计理论,0.68,良好项目运作经验,0.68,手绘板绘制,0.6400000000000001
书面表达,英语口语,1.28,高度额责任心,0.95,英语阅读,0.95,负责客户开发,0.8,敏捷的洞察,0.8,基本商务接待礼仪,0.8,韩语精通,0.8,沟通学习,0.76,工厂自动化,0.76,自驱力,0.76
动画编写,html5css,0.8,react技术栈,0.76,typescript语法5,0.75,javascript语言,0.75,移动页面,0.75,3d动画制作,0.75,ajax,0.7200000000000001,es6,0.68,浏览器端,0.6400000000000001,,
数据采标,互联网公司数据分析统计,0.8,基础动画运动规律2,0.76,游戏阅历,0.7200000000000001,良好项目运作经验,0.68,空间感,0.6400000000000001,大数据处理,0.6000000000000001,数据生产流程,0.5599999999999999,美术基础,0.52,blender,0.48,,
飞行器制导,控制理论,0.8,热管理标定方法,0.8,舒适性评价标准,0.8,pid,0.8,车辆运动学理论,0.8,自动空调,0.8,现代控制理论,0.76,自动控制理论基础,0.7200000000000001,mpc,0.68,,
常用检验仪器设备,研究基本方法论,0.8,药物制剂理论,0.76,紫外分光光度仪,0.7200000000000001,溶出仪,0.68,细胞培养操作经验,0.6400000000000001,高效液相,0.6000000000000001,沟通交互,0.6,系统分析专业知识,0.5599999999999999,电网规划,0.52,,
结构公差分析,积极主动,0.85,高度额责任心,0.85,执行力,0.85,人际沟通协调,0.85,踏实诚信,0.85,自我驱动的意识,0.85,主流材料分析方法,0.8,书写英文技术文献,0.8,从case,0.8,模型算法,0.76
发展意愿,高度额责任心,1.5,化办公软件,1.4900000000000002,自驱力,0.85,效沟通技巧,0.85,普通话标准,0.85,责任感6,0.85,英语语言,0.8,执行力,0.8,分析客户,0.76,资源拓展整合,0.76
工作责任感,入质量策划,0.8,目标敏感,0.76,药品分析理论知识,0.7200000000000001,自驱力,0.7,钻研精神,0.7,常用分析仪器,0.7,操作技能,0.68,自驱动力,0.6400000000000001,组织产品制程异常分析,0.6000000000000001,,
创造力,解决问题的意识,1.7000000000000002,逻辑思考力,1.4000000000000001,化办公软件,0.9,文字功底,0.9,高度额责任心,0.9,主动性,0.9,创新意思,0.9,心理资格证,0.9,ppt操作,0.8,敏捷的洞察,0.8
提高客户满意度,口齿表达,0.8,普通话标准,0.76,电脑操作知识,0.7200000000000001,挖掘客户需求,0.7,抗压性,0.7,网络知识基础,0.7,产品特性,0.68,跟进进程,0.6400000000000001,电话沟通技巧,0.6000000000000001,,
检验师资格证,仪器分析,0.8,光伏组件测试标准,0.76,活性染料,0.7200000000000001,实验室管理,0.68,蛋白纯化,0.65,偶尔接受夜班,0.65,电路分析,0.6400000000000001,高通量测序,0.6000000000000001,物分析,0.5599999999999999,,
股票投资,市场未来热点,1.0,行业趋势,1.0,思维敏捷,1.0,产品运作方式,1.0,展客户提供素材,1.0,投资理财,1.0,业务规则,1.0,税务师,1.0,语言沟通,1.0,电气原理图设计,0.8
信息网络安全的理念,学校社团,0.8,攫取欲望,0.76,媒介市场行情,0.7200000000000001,笔记本,0.68,信息安全行业,0.65,电话营销技能,0.65,学习欲望,0.6400000000000001,英语沟通,0.6000000000000001,销售行业,0.5599999999999999,,
抗压性,高度额责任心,6.519999999999999,极富团队合作精神,4.24,沟通表达理,3.91,普通话标准,3.75,目标敏感,3.5600000000000005,服务意识足,3.0800000000000005,offic办公软件,3.08,逻辑思考力,2.6500000000000004,团队精神6,2.62,执行力,2.62
弹塑性力学,流体仿真分析,0.9,ansa,0.9,电机微观振动机理,0.9,步进电机,0.9,计算机专业基础知识,0.9,abaqus,0.9,材料、力学,0.9,hyperworks,0.8,网格划分及静强度,0.76,,
liunx命令,python程序,1.0,redis,1.0,数通厂商设备配置,1.0,huawei,1.0,路由协议,1.0,linux操作系统,1.0,逻辑思考力,1.0,电子产品,1.0,洞察力,1.0,,
喜欢思考,word文档,1.0,ppt操作,1.0,解决问题的意识,1.0,创造力,1.0,日本动漫,1.0,勇于挑战固,1.0,分析工具,1.0,社交感,1.0,当下潮流,1.0,,
专业课成绩,layabox,0.95,浏览器端,0.95,计算机基础扎实,0.95,cocoscreator,0.95,typescript语法5,0.95,数据结构,0.95,计算机理论基础,0.95,计算机理论知识,0.95,热衷于算法,0.8,,
市面上各类社区产品,1份产品实习经历,0.8,bilibili生态,0.76,数据之间的联系,0.7200000000000001,产品运营思维,0.7,贴吧吧主,0.7,自我驱动的学习,0.7,思维品质,0.68,综合素养,0.6400000000000001,擅长把握用户心理,0.6000000000000001,,
营销逻辑,工作组织,1.0,图书策划方案,1.0,眼视光,1.0,公共卫生,1.0,乐观主动,1.0,创新开拓精神,1.0,中医病理,1.0,选品眼光,1.0,营销文案的写作,1.0,,
catti,文字功底,0.95,正形象气质,0.95,文书写作,0.95,专八证书,0.95,受过战略管理,0.95,组织变革管理,0.95,接待礼仪,0.95,wind,0.95,求真务实,0.8,,
游戏文案,文化差,0.8,文学作品,0.8,文案写作,0.8,常用公文的写作,0.8,文史修养,0.8,文字创意,0.8,文字功底,0.76,女性向游戏,0.7200000000000001,手游产品深度体验,0.68,,
经典概率论,计算机基础算法,0.9,车载autosar相关标准,0.9,python程序,0.9,语法文件,0.9,云原生基础设施,0.9,python模板,0.9,数理统计,0.9,团队意识,0.8,语言表达,0.8,数学建模,0.8
公司现有软硬件的产品,愿意接受挑战,0.8,云计算,0.76,虚拟化,0.7200000000000001,linux操作系统,0.68,技术交流,0.65,交换机的运行机制,0.65,代码基础,0.6400000000000001,用户服务意识,0.6000000000000001,exce,0.5599999999999999,,
洞察游戏用户诉求,发散性思维,0.95,文娱相关线下活动设计,0.95,设计功底,0.95,活动策划执行,0.95,专业创意方法,0.95,阅片量丰富,0.95,组织经验,0.95,创意策划,0.95,文案写作,0.8,,
目标责任感,汲取新知识,0.8,方案撰写,0.76,会通过运营,0.7200000000000001,谦虚谨慎,0.7,英语四级通,0.7,操作系统的基础知识,0.7,组织协调力,0.68,表达沟通,0.6400000000000001,计算机体系结构,0.6000000000000001,,
排版编辑器,亲和؜力,0.8,despace,0.8,正形象气质,0.8,负责客户开发,0.8,车辆运动控制算法,0.8,分析方法,0.8,英文资料,0.76,sas,0.7200000000000001,车辆运动学理论,0.68,,
美学功底,热衷于算法,0.8,计算机基础扎实,0.8,资源开发的流程,0.8,现代游戏引擎架构,0.8,系统命令,0.8,实际产品,0.8,图形学库,0.76,互联网金融信贷流程,0.7200000000000001,数据结构,0.68,,
思路敏捷,个性积极,0.8,热衷种草,0.8,高度额责任心,0.76,文案撰写,0.76,表达沟通,0.7200000000000001,喜欢研究化妆品成分,0.7200000000000001,推导有说服力,0.7,客户沟通,0.7,协作精神,0.7,外语水平,0.68
图像生成,强弱电基础,0.8,沟通表达流畅,0.76,散货码头作业流程,0.75,机械构造原理,0.75,语义分割,0.75,分析基础,0.75,电机拖动原理,0.7200000000000001,机械设计,0.68,国际标准,0.6400000000000001,,
客户沟通运作流程,游戏设计,0.8,技能设计,0.76,思路开阔,0.7200000000000001,关卡设计,0.68,反推过市面arpg,0.6400000000000001,逻辑思考力,0.6000000000000001,文字呈现,0.6,策划逻辑,0.5599999999999999,热爱化妆,0.52,,
剪辑工作,高雅的审美观,0.95,premiere,0.95,手绘板绘制,0.95,c4d,0.95,后期制作软件,0.95,审美力,0.95,图片素材,0.95,短视频玩法热点,0.95,画面处理,0.8,,
工作知识,专业性开发软件,0.8,芯片制造工艺特别是光刻工艺,0.76,校内外活动,0.7200000000000001,本行业理论知识,0.7,管理协调,0.7,本行业国内,0.7,专业基础,0.68,关键技术,0.6400000000000001,敬业负责,0.6000000000000001,,
质量意识,合同管理专业知识,0.8,文字功底,0.8,word文档,0.8,化办公软件,0.8,外延产品知识,0.8,极富团队合作精神,0.8,法律专业知识,0.76,ppt操作,0.7200000000000001,产品外观,0.68,,
活动统筹执,文案撰写,0.8,团队配合意识,0.76,活动策划&组织经验,0.7200000000000001,文笔较为出众,0.68,文字编辑,0.65,文案功底,0.65,论坛管理,0.6400000000000001,游戏运营的各种情况,0.6000000000000001,营销传播意识,0.5599999999999999,,
声学理论,人声增强降噪,1.0,语音识别算法,1.0,去混响,1.0,命令词识,1.0,语音唤醒,1.0,系统性的理解,1.0,声纹识别,1.0,声学前端处理算法,1.0,信号处理基础,1.0,,
步进电机,技术理论知识,0.95,电气调试标准,0.95,全局意识,0.95,软硬件功能需求,0.95,电气设计专业知识,0.95,自动驾驶发展趋势,0.95,电子电路基础知识,0.95,沟通协作,0.95,流体仿真分析,0.8,ansa,0.8
主流软件,问题分析,0.95,积极性,0.95,进取心,0.95,正形象气质,0.95,撰写技术文档,0.95,自觉性高,0.95,积极主动的思考,0.95,流程图绘制软件,0.95,智能硬件产品的软硬协作流程,0.8,审美力,0.8
无线射频电路设计,电路分析,1.0,无线测试设备,1.0,光电理论基础,1.0,数字电,1.0,射频电路收发系统,1.0,通信原理,1.0,通信系统,1.0,模拟电路,1.0,频谱仪,1.0,vcs,0.8
核心玩法,维护客户关系,1.0,逻辑思考力,1.0,团队意识,1.0,经典概率论,1.0,数学建模,1.0,网络游戏,1.0,游戏研发项目特点,1.0,语言表达,1.0,offic办公软件,1.0,,
服务意识足,亲和؜力,8.030000000000001,普通话标准,5.83,高度额责任心,5.180000000000001,沟通表达理,4.16,抗压性,3.85,word文档,3.01,挖掘客户需求,2.24,化办公软件,2.24,工作责任心,2.15,组织协调力,2.12
积极乐观开朗,财务敏锐度,0.8,技术理论知识,0.76,团队协同,0.7200000000000001,项目推动意识,0.7,处理管理,0.7,offic办公软件,0.7,研究分析,0.68,全局意识,0.6400000000000001,思维灵活,0.6000000000000001,,
办公室行政工作流程,沟通反馈意识,0.8,吸收行业优秀运维经验,0.76,文字编辑,0.7200000000000001,公文写作格式,0.7,正形象气质,0.7,单cad,0.7,offic办公软件,0.68,化办公软件,0.6400000000000001,团队协作意识,0.6000000000000001,,
销售目标感,计算机软件,0.95,区块链基础架构,0.95,存储产品,0.95,研究技巧,0.95,竞品特性,0.95,行业研究,0.95,人际关系敏感度,0.95,信息搜集,0.95,研究分析,0.8,,
